EVENT_DATE,YEAR,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ASSOC_ACTOR_1,INTER1,ACTOR2,ASSOC_ACTOR_2,INTER2,INTERACTION,REGION,COUNTRY,LOCATION,LATITUDE,LONGITUDE,SOURCE,SOURCE_SCALE,FATALITIES,TIMESTAMP
13-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Al Mu'allaq,36.406,38.846,Liveuamap; SOHR,Local partner-New media,2,1645468720
13-Feb-22,2022,Battles,Armed clash,JWS: Syrian National Army,,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Tadaf,36.348,37.529,Liveuamap,Local partner-New media,2,1645468720
13-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Al Tabqa,35.83,38.54,SNHR,Local partner-Other,1,1645468720
13-Feb-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SNHR,Local partner-Other,1,1645468720
13-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Marashdeh,34.504,40.929,SOHR,Other,1,1645468720
14-Feb-22,2022,Violence against civilians,Attack,Military Forces of Syria (2000-) Prison Guards,,1,Civilians (Syria),Prisoners (Syria),7,17,Middle East,Syria,Sidnaya Military Prison,33.665,36.329,SOHR; SNHR,Local partner-Other,1,1645468720
14-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Mzeireb,32.707,36.027,SNHR; Facebook; SOHR,Local partner-Other,1,1645468720
14-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Tafas,32.736,36.067,SOHR; SHAAM; Facebook,Other-New media,2,1645468720
14-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Sorhane,36.437,36.929,SNHR; SOHR,Local partner-Other,1,1645468720
14-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),,8,QSD: Syrian Democratic Forces,,2,28,Middle East,Syria,Al Mu'allaq,36.406,38.846,SHAAM,National,1,1645468720
15-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ayed,35.849,38.475,SHAAM; Facebook; SOHR,Other-New media,1,1645468720
15-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Health Workers (Syria),7,37,Middle East,Syria,Eastern Ghariyeh,32.678,36.258,SHAAM; SNHR; Facebook; SOHR,Local partner-Other,2,1645468720
15-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Adwan,32.821,35.995,Facebook; SOHR; SNHR,Local partner-Other,1,1645468720
15-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),Farmers (Syria),7,37,Middle East,Syria,Aqareb al-Safi,35.106,37.21,SOHR; SNHR,Local partner-Other,2,1645468720
15-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Damascus,33.517,36.277,Facebook; SOHR; GardaWorld,Other-New media,1,1645468720
15-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Mahin,34.244,37.039,Facebook; Liveuamap; SOHR,Local partner-New media,1,1645468720
15-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,YPG: Peoples Protection Units,,2,Civilians (Syria),,7,27,Middle East,Syria,Azaz,36.585,37.043,Liveuamap; SNHR; SOHR; Facebook,Local partner-Other,3,1645468720
15-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),Labour Group (Syria),7,37,Middle East,Syria,Sarin,36.586,38.301,SNHR,Local partner-Other,1,1645468720
15-Feb-22,2022,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Miznaz,36.054,36.855,SOHR,Other,1,1645468720
15-Feb-22,2022,Battles,Armed clash,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Regiment 46 - Military Base,36.124,36.888,SOHR,Other,1,1645468720
15-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,13,Middle East,Syria,Tadmor,34.566,38.288,SOHR,Other,2,1645468721
16-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Syria),,2,Civilians (Syria),,7,27,Middle East,Syria,Jurneyyeh,36.16,38.234,SNHR; SOHR; SHAAM; Facebook,Local partner-Other,2,1645468720
16-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Safyan,36.141,38.708,Facebook; SHAAM,New media-National,2,1645468720
16-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Termanin,36.228,36.815,Facebook; SOHR; SNHR; SY24; Airwars,Local partner-Other,4,1645468720
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Al-Rasafah,35.629,38.758,SOHR,Other,2,1645468720
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Ithariyah,35.365,37.789,SOHR,Other,2,1645468721
16-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Syria),,2,Militia (Pro-Government),Militia (Pro-Iran),3,23,Middle East,Syria,Oqeirbat,35.043,37.465,SOHR,Other,1,1645468721
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Tadmor,34.566,38.288,SOHR,Other,1,1645468721
16-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Bishri Mountain - Deir-ez-Zor,35.405,39.488,SOHR,Other,1,1645468721
17-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Thiban,35.011,40.505,Facebook; SOHR,Other-New media,1,1645468720
17-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Tassil,32.836,35.972,SOHR; Facebook,Other-New media,1,1645468720
17-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Jaysh al Islam,,2,23,Middle East,Syria,Al Bab,36.37,37.515,SOHR; GardaWorld,Other,1,1645468720
17-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Shiheil,35.092,40.454,Facebook,New media,1,1645468720
17-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Daret Azza,36.285,36.851,SOHR,Other,1,1645468720
17-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Jabal Sha'er,34.894,37.965,SOHR,Other,1,1645468721
17-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Duma,33.571,36.405,SOHR,Other,2,1645468721
18-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) Military Intelligence,,1,13,Middle East,Syria,Dar'a,32.624,36.105,SHAAM; SOHR; Facebook,Other-New media,1,1645468720
18-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Police Forces of Syria (2000-) State Security,,1,13,Middle East,Syria,Namar,33.023,36.027,Facebook; SHAAM; SOHR,Other-New media,2,1645468720
18-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Suquor al Sham,,2,23,Middle East,Syria,Al Bab,36.37,37.515,Facebook; SOHR,Other-New media,1,1645468720
18-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Sokhneh,34.883,38.87,Facebook,New media,1,1645468720
18-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,QSD: Syrian Democratic Forces,,2,23,Middle East,Syria,Tal Tamer,36.653,40.372,SHAAM,National,1,1645468720
18-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,,2,Operation Peace Spring,Opposition Rebels (Syria),2,22,Middle East,Syria,Al Dibs,36.459,38.76,SHAAM,National,2,1645468720
18-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-) 4th Armored Division,,1,Military Forces of Syria (2000-) 4th Armored Division,,1,11,Middle East,Syria,Maadan 'Atiq,35.726,39.698,SOHR,Other,1,1645468720
18-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Harasta,33.564,36.371,SOHR,Other,1,1645468721
19-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Sheikh Miskine,32.831,36.158,SOHR; Jisr; SHAAM; Facebook; SY24,Other-New media,2,1646077899
19-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former Opposition Rebels (Syria),7,37,Middle East,Syria,Nawa,32.888,36.041,SHAAM; Facebook; SY24; SOHR,Other-New media,1,1646077899
19-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Al-Rasafah,35.629,38.758,SHAAM; Facebook,New media-National,2,1646077899
19-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ma'arrat An Nu'man,35.648,36.677,Facebook,New media,1,1646077900
19-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,JWS: Syrian National Army,Al Shamal Brigade,2,23,Middle East,Syria,Tokhar,36.64,37.981,SOHR,Other,1,1646077900
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Tadaf,36.348,37.529,SHAAM; Airwars; SOHR,Local partner-Other,1,1646077899
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Jabal Omour,34.898,38.283,SY24; SOHR,Other-National,3,1646077899
20-Feb-22,2022,Violence against civilians,Attack,QSD: Syrian Democratic Forces,,2,Civilians (Syria),Prisoners (Syria),7,27,Middle East,Syria,Al-Hasakeh,36.505,40.743,Facebook,New media,1,1646077900
20-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Lawyers (Syria),7,37,Middle East,Syria,Barisha,36.165,36.638,SHAAM,National,1,1646077900
20-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Opposition Rebels (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Miznaz,36.054,36.855,SOHR,Other,1,1646077900
20-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Al-Rasafah,35.629,38.758,SOHR,Other,10,1646077900
20-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,As-Sweida,32.707,36.568,SOHR,Other,1,1646077900
20-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Bishri Mountain - Deir-ez-Zor,35.405,39.488,SOHR,Other,10,1646077900
20-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,Military Forces of Syria (2000-),,1,12,Middle East,Syria,Deir-ez-Zor,35.332,40.146,SOHR,Other,2,1646077900
20-Feb-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Russia (2000-),,8,Islamic State (Syria),,2,28,Middle East,Syria,Ithariyah,35.365,37.789,SOHR,Other,10,1646077900
20-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Military Forces of Syria (2000-),,1,Civilians (Syria),,7,17,Middle East,Syria,Hamouriya,33.528,36.384,SOHR,Other,1,1646077900
20-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former HTS: Hayat Tahrir al Sham,7,37,Middle East,Syria,Kafr Deryan,36.175,36.666,SOHR,Other,1,1646077900
20-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Tadmor,34.566,38.288,SY24,National,10,1646077900
20-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-) 5th Assault Corps,,1,13,Middle East,Syria,Ar-Raqqa,35.943,39.052,SY24,National,10,1646077900
21-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Syria),,2,Liwa al Baqir,,3,23,Middle East,Syria,Ithariyah,35.365,37.789,SOHR; Facebook; SHAAM,Other-New media,5,1646077899
21-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Opposition Rebels (Syria),3,33,Middle East,Syria,Eastern Maliha,32.758,36.366,Facebook; SOHR; SHAAM,Other-New media,1,1646077899
21-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Zamlah,35.479,38.887,SHAAM; Facebook,New media-National,2,1646077899
21-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; Facebook,New media-National,1,1646077899
21-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Jabal Omour,34.898,38.283,Facebook,New media,10,1646077900
21-Feb-22,2022,Violence against civilians,Attack,Military Forces of Turkey (2016-) Gendarmerie,,8,Civilians (Syria),Farmers (Syria),7,78,Middle East,Syria,Salqin,36.139,36.454,SOHR,Other,1,1646077900
22-Feb-22,2022,Battles,Armed clash,QSD: Syrian Democratic Forces,Global Coalition Against Daesh,2,Baggara Tribal Militia (Syria),,4,24,Middle East,Syria,Dahleh,35.225,40.388,Facebook; SOHR; Airwars,Local partner-Other,1,1646077899
22-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Military Forces of Syria (2000-),,1,13,Middle East,Syria,Ithariyah,35.365,37.789,SHAAM; Facebook,New media-National,10,1646077899
22-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Odwan,35.87,36.503,SOHR; Airwars,Local partner-Other,1,1646077899
22-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,JWS: Syrian National Army,3rd Corps,2,23,Middle East,Syria,Azaz,36.585,37.043,GardaWorld; Facebook; SOHR,Other-New media,1,1646077899
22-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Ein Issa,36.384,38.863,SHAAM; Facebook,New media-National,2,1646077899
22-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Khasham,35.298,40.289,Facebook,New media,2,1646077900
22-Feb-22,2022,Battles,Armed clash,Military Forces of Syria (2000-),,1,Opposition Rebels (Syria),,2,12,Middle East,Syria,Jabal al-Akrad,35.756,36.177,SOHR,Other,1,1646077900
23-Feb-22,2022,Battles,Armed clash,Unidentified Armed Group (Syria),,3,Unidentified Armed Group (Syria),Former Islamic State (Syria),3,33,Middle East,Syria,Abdin,32.78,35.825,Liveuamap; SHAAM; Facebook; SY24,Local partner-New media,1,1646077899
23-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former Opposition Rebels (Syria),7,37,Middle East,Syria,Hrak,32.751,36.304,SOHR; Facebook; SHAAM; SY24,Other-New media,1,1646077899
23-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Wadi Barada,33.62,36.129,SOHR; Liveuamap,Local partner-New media,4,1646077899
23-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Operation Peace Spring,JWS: Syrian National Army; Military Forces of Turkey (2016-),2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Dardara,36.834,40.173,SHAAM; Liveuamap; Facebook; SOHR,Local partner-New media,2,1646077899
24-Feb-22,2022,Battles,Armed clash,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,,2,22,Middle East,Syria,Hajin,34.687,40.839,Facebook; SOHR; Liveuamap,Local partner-New media,3,1646077899
24-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2021-),,8,Military Forces of Syria (2000-),Hezbollah; Militia (Pro-Iran),1,18,Middle East,Syria,Damascus - International Airport,33.417,36.509,Facebook; SOHR,Other-New media,4,1646077899
24-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Israel (2021-),,8,Military Forces of Syria (2000-),Hezbollah; Militia (Pro-Iran),1,18,Middle East,Syria,Kisweh,33.358,36.246,Facebook; SOHR,Other-New media,3,1646077899
24-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Qaterji Militia,,3,33,Middle East,Syria,Debsi Afnan,35.819,38.217,SHAAM,National,2,1646077900
25-Feb-22,2022,Violence against civilians,Attack,Al Sham Corps,,2,Civilians (Syria),Prisoners (Syria),7,27,Middle East,Syria,Jandairis,36.392,36.69,Facebook; SOHR,Other-New media,1,1646077899
25-Feb-22,2022,Violence against civilians,Attack,Unidentified Armed Group (Syria),,3,Civilians (Syria),Former Opposition Rebels (Syria),7,37,Middle East,Syria,Yadudeh,32.669,36.06,Facebook; SHAAM; SOHR,Other-New media,1,1646077899
25-Feb-22,2022,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Syria),,3,Civilians (Syria),,7,37,Middle East,Syria,Deir-ez-Zor,35.332,40.146,SHAAM; SOHR; Facebook,Other-New media,2,1646077899
17-Jan-22,2022,Explosions/Remote violence,Air/drone strike,Military Forces of Yemen (2016-) Supreme Political Council,,8,Civilians (India),Civilians (Pakistan); Labour Group (India); Labour Group (Pakistan),7,78,Middle East,United Arab Emirates,Al Musaffah,24.361,54.509,Reuters; Yemen Data Project; AP; Ansar Allah,National-Regional,3,1643668928
01-Jan-22,2022,Violence against civilians,Attack,Police Forces of Turkey (2016-),,1,Civilians (Turkey),,7,17,Middle East,Turkey,Kulu,39.095,33.08,Human Rights Foundation of Turkey,Other,1,1642435616
11-Jan-22,2022,Riots,Mob violence,Rioters (Turkey),,5,Civilians (Syria),Refugees/IDPs (Syria),7,57,Middle East,Turkey,Bayrampasa,41.052,28.899,ANF News; Bianet; Cumhuriyet,National-International,1,1642435616
02-Feb-22,2022,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Syria),,3,Military Forces of Turkey (2016-),,1,13,Middle East,Turkey,Yakacik,37.292,42.217,A Haber; TRT Haber; Mezopotamya Agency; Rudaw,National-Regional,1,1644257057
